datetime,reaTZon_y,reaTSetHea_y,reaTSetCoo_y,rewards
2023-10-16 00:10:05,294.4990316998773,294.15,297.15,-0.0011710311007527485
2023-10-16 00:10:35,294.5018777837861,294.15,297.15,-0.0011710311007527485
2023-10-16 00:11:05,294.50482404271173,294.15,297.15,-0.0011710311007527485
2023-10-16 00:11:35,294.507861798327,294.15,297.15,-0.0011710311007527485
2023-10-16 00:12:05,294.5109925417055,294.15,297.15,-0.0011710311007527485
2023-10-16 00:12:35,294.51421614453704,294.15,297.15,-0.0011710311007527485
2023-10-16 00:13:05,294.5175324924742,294.15,297.15,-0.0011710311007527485
2023-10-16 00:13:35,294.5209417453825,294.15,297.15,-0.0011710311007527485
2023-10-16 00:14:05,294.52444239918884,294.15,297.15,-0.0011710311007527485
2023-10-16 00:14:35,294.52803277811825,294.15,297.15,-0.0011710311007527485
2023-10-16 00:15:05,294.53171154878527,294.15,297.15,-0.0011710311007527485
2023-10-16 00:15:35,294.5354779642528,294.15,297.15,-0.0008058987103097904
2023-10-16 00:16:05,294.53932652186427,294.15,297.15,-0.0008058987103097904
2023-10-16 00:16:35,294.5432458100415,294.15,297.15,-0.0008058987103097904
2023-10-16 00:17:05,294.5472247998323,294.15,297.15,-0.0008058987103097904
2023-10-16 00:17:35,294.55125374254703,294.15,297.15,-0.0008058987103097904
2023-10-16 00:18:05,294.5553242771905,294.15,297.15,-0.0008058987103097904
2023-10-16 00:18:35,294.559429272389,294.15,297.15,-0.0008058987103097904
2023-10-16 00:19:05,294.56356259761384,294.15,297.15,-0.0008058987103097904
2023-10-16 00:19:35,294.5677189670308,294.15,297.15,-0.0008058987103097904
2023-10-16 00:20:05,294.57189373381215,294.15,297.15,-0.0008058987103097904
2023-10-16 00:20:35,294.57608282333376,294.15,297.15,-0.0008058987103097904
2023-10-16 00:21:05,294.5802825644385,294.15,297.15,-0.0008058987103097904
2023-10-16 00:21:35,294.5844897121125,294.15,297.15,-0.0008058987103097904
2023-10-16 00:22:05,294.58870129908115,294.15,297.15,-0.0008058987103097904
2023-10-16 00:22:35,294.59291471141967,294.15,297.15,-0.0008058987103097904
2023-10-16 00:23:05,294.59712748505694,294.15,297.15,-0.0008058987103097904
2023-10-16 00:23:35,294.60133753947,294.15,297.15,-0.0008058987103097904
2023-10-16 00:24:05,294.6055429066054,294.15,297.15,-0.0008058987103097904
2023-10-16 00:24:35,294.6097417944168,294.15,297.15,-0.0008058987103097904
2023-10-16 00:25:05,294.6139327113324,294.15,297.15,-0.0008058987103097904
2023-10-16 00:25:35,294.6181141911005,294.15,297.15,-0.0008058987103097904
2023-10-16 00:26:05,294.6222850160731,294.15,297.15,-0.0008058987103097904
2023-10-16 00:26:35,294.626444078173,294.15,297.15,-0.0008058987103097904
2023-10-16 00:27:05,294.63059037121843,294.15,297.15,-0.0008058987103097904
2023-10-16 00:27:35,294.6347230112549,294.15,297.15,-0.0008058987103097904
2023-10-16 00:28:05,294.6388412299275,294.15,297.15,-0.0008058987103097904
2023-10-16 00:28:35,294.642944359496,294.15,297.15,-0.0008058987103097904
2023-10-16 00:29:05,294.64703182173497,294.15,297.15,-0.0008058987103097904
2023-10-16 00:29:35,294.65110311954413,294.15,297.15,-0.0008058987103097904
2023-10-16 00:30:05,294.6551578299416,294.15,297.15,-0.0008058987103097904
2023-10-16 00:30:35,294.6591958431475,294.15,297.15,-0.0010251319549297367
2023-10-16 00:31:05,294.66321941774027,294.15,297.15,-0.0010251319549297367
2023-10-16 00:31:35,294.6672330703432,294.15,297.15,-0.0010251319549297367
2023-10-16 00:32:05,294.6712415989964,294.15,297.15,-0.0010251319549297367
2023-10-16 00:32:35,294.6752492557695,294.15,297.15,-0.0010251319549297367
2023-10-16 00:33:05,294.67925957429156,294.15,297.15,-0.0010251319549297367
2023-10-16 00:33:35,294.6832754345719,294.15,297.15,-0.0010251319549297367
2023-10-16 00:34:05,294.6872991784189,294.15,297.15,-0.0010251319549297367
2023-10-16 00:34:35,294.69133273651795,294.15,297.15,-0.0010251319549297367
2023-10-16 00:35:05,294.6953776999071,294.15,297.15,-0.0010251319549297367
2023-10-16 00:35:35,294.6994354221117,294.15,297.15,-0.0010251319549297367
2023-10-16 00:36:05,294.7035070151554,294.15,297.15,-0.0010251319549297367
2023-10-16 00:36:35,294.70759350594653,294.15,297.15,-0.0010251319549297367
2023-10-16 00:37:05,294.711695666095,294.15,297.15,-0.0010251319549297367
2023-10-16 00:37:35,294.7158142044977,294.15,297.15,-0.0010251319549297367
2023-10-16 00:38:05,294.71994979684615,294.15,297.15,-0.0010251319549297367
2023-10-16 00:38:35,294.72410285780165,294.15,297.15,-0.0010251319549297367
2023-10-16 00:39:05,294.72827375203593,294.15,297.15,-0.0010251319549297367
2023-10-16 00:39:35,294.73246279636396,294.15,297.15,-0.0010251319549297367
2023-10-16 00:40:05,294.73667024710807,294.15,297.15,-0.0010251319549297367
2023-10-16 00:40:35,294.74089629980153,294.15,297.15,-0.0010251319549297367
2023-10-16 00:41:05,294.74514109284087,294.15,297.15,-0.0010251319549297367
2023-10-16 00:41:35,294.7494047121756,294.15,297.15,-0.0010251319549297367
2023-10-16 00:42:05,294.7536871960566,294.15,297.15,-0.0010251319549297367
2023-10-16 00:42:35,294.75798853953415,294.15,297.15,-0.0010251319549297367
2023-10-16 00:43:05,294.76230869862786,294.15,297.15,-0.0010251319549297367
2023-10-16 00:43:35,294.76664759416565,294.15,297.15,-0.0010251319549297367
2023-10-16 00:44:05,294.7710051153101,294.15,297.15,-0.0010251319549297367
2023-10-16 00:44:35,294.7753811227962,294.15,297.15,-0.0010251319549297367
2023-10-16 00:45:05,294.77977545190413,294.15,297.15,-0.0010251319549297367
2023-10-16 00:45:35,294.78418750370855,294.15,297.15,-0.0005804795009107851
2023-10-16 00:46:05,294.78861211252445,294.15,297.15,-0.0005804795009107851
2023-10-16 00:46:35,294.7930396687731,294.15,297.15,-0.0005804795009107851
2023-10-16 00:47:05,294.7974598008949,294.15,297.15,-0.0005804795009107851
2023-10-16 00:47:35,294.8018630852504,294.15,297.15,-0.0005804795009107851
2023-10-16 00:48:05,294.80624147750297,294.15,297.15,-0.0005804795009107851
2023-10-16 00:48:35,294.8105882966619,294.15,297.15,-0.0005804795009107851
2023-10-16 00:49:05,294.8148979967332,294.15,297.15,-0.0005804795009107851
2023-10-16 00:49:35,294.81916599846505,294.15,297.15,-0.0005804795009107851
2023-10-16 00:50:05,294.82338848637227,294.15,297.15,-0.0005804795009107851
2023-10-16 00:50:35,294.82756230368966,294.15,297.15,-0.0005804795009107851
2023-10-16 00:51:05,294.8316847325177,294.15,297.15,-0.0005804795009107851
2023-10-16 00:51:35,294.8357535917507,294.15,297.15,-0.0005804795009107851
2023-10-16 00:52:05,294.8397669755648,294.15,297.15,-0.0005804795009107851
2023-10-16 00:52:35,294.84372329338396,294.15,297.15,-0.0005804795009107851
2023-10-16 00:53:05,294.84762125015243,294.15,297.15,-0.0005804795009107851
2023-10-16 00:53:35,294.85145980142937,294.15,297.15,-0.0005804795009107851
2023-10-16 00:54:05,294.85523811826897,294.15,297.15,-0.0005804795009107851
2023-10-16 00:54:35,294.8589555614369,294.15,297.15,-0.0005804795009107851
2023-10-16 00:55:05,294.86261166118334,294.15,297.15,-0.0005804795009107851
2023-10-16 00:55:35,294.8662060999275,294.15,297.15,-0.0005804795009107851
2023-10-16 00:56:05,294.8697386967013,294.15,297.15,-0.0005804795009107851
2023-10-16 00:56:35,294.87320939298394,294.15,297.15,-0.0005804795009107851
2023-10-16 00:57:05,294.8766182398165,294.15,297.15,-0.0005804795009107851
2023-10-16 00:57:35,294.87996538610787,294.15,297.15,-0.0005804795009107851
2023-10-16 00:58:05,294.8832510680286,294.15,297.15,-0.0005804795009107851
2023-10-16 00:58:35,294.8864755993856,294.15,297.15,-0.0005804795009107851
2023-10-16 00:59:05,294.88963936287917,294.15,297.15,-0.0005804795009107851
2023-10-16 00:59:35,294.89274280215665,294.15,297.15,-0.0005804795009107851
2023-10-16 01:00:05,294.8957855930216,294.15,297.15,-0.0005804795009107851
2023-10-16 01:00:35,294.8987704219704,294.15,297.15,-0.0009379424715444933
2023-10-16 01:01:05,294.90170180524035,294.15,297.15,-0.0009379424715444933
2023-10-16 01:01:35,294.9045890647527,294.15,297.15,-0.0009379424715444933
2023-10-16 01:02:05,294.9074420003757,294.15,297.15,-0.0009379424715444933
2023-10-16 01:02:35,294.91026940367215,294.15,297.15,-0.0009379424715444933
2023-10-16 01:03:05,294.9130787180195,294.15,297.15,-0.0009379424715444933
2023-10-16 01:03:35,294.91587619613665,294.15,297.15,-0.0009379424715444933
2023-10-16 01:04:05,294.91866705953186,294.15,297.15,-0.0009379424715444933
2023-10-16 01:04:35,294.92145564686274,294.15,297.15,-0.0009379424715444933
2023-10-16 01:05:05,294.9242458420545,294.15,297.15,-0.0009379424715444933
2023-10-16 01:05:35,294.92704065786404,294.15,297.15,-0.0009379424715444933
2023-10-16 01:06:05,294.9298428625372,294.15,297.15,-0.0009379424715444933
2023-10-16 01:06:35,294.932654886564,294.15,297.15,-0.0009379424715444933
2023-10-16 01:07:05,294.9354789141977,294.15,297.15,-0.0009379424715444933
2023-10-16 01:07:35,294.9383167297814,294.15,297.15,-0.0009379424715444933
2023-10-16 01:08:05,294.9411699525466,294.15,297.15,-0.0009379424715444933
2023-10-16 01:08:35,294.94404000436157,294.15,297.15,-0.0009379424715444933
2023-10-16 01:09:05,294.9469281121439,294.15,297.15,-0.0009379424715444933
2023-10-16 01:09:35,294.94983533181755,294.15,297.15,-0.0009379424715444933
2023-10-16 01:10:05,294.95276256952235,294.15,297.15,-0.0009379424715444933
2023-10-16 01:10:35,294.955710598168,294.15,297.15,-0.0009379424715444933
2023-10-16 01:11:05,294.95868007071965,294.15,297.15,-0.0009379424715444933
2023-10-16 01:11:35,294.9616715316028,294.15,297.15,-0.0009379424715444933
2023-10-16 01:12:05,294.96468542694305,294.15,297.15,-0.0009379424715444933
2023-10-16 01:12:35,294.9677221139044,294.15,297.15,-0.0009379424715444933
2023-10-16 01:13:05,294.9707818692092,294.15,297.15,-0.0009379424715444933
2023-10-16 01:13:35,294.973864896893,294.15,297.15,-0.0009379424715444933
2023-10-16 01:14:05,294.97697133535223,294.15,297.15,-0.0009379424715444933
2023-10-16 01:14:35,294.9801012637478,294.15,297.15,-0.0009379424715444933
2023-10-16 01:15:05,294.98325470782805,294.15,297.15,-0.0009379424715444933
2023-10-16 01:15:35,294.98643183829546,294.15,297.15,-0.001098727057597464
2023-10-16 01:16:05,294.98963413752926,294.15,297.15,-0.001098727057597464
2023-10-16 01:16:35,294.9928645197317,294.15,297.15,-0.001098727057597464
2023-10-16 01:17:05,294.99612602135505,294.15,297.15,-0.001098727057597464
2023-10-16 01:17:35,294.99942117140904,294.15,297.15,-0.001098727057597464
2023-10-16 01:18:05,295.00275206050753,294.15,297.15,-0.001098727057597464
2023-10-16 01:18:35,295.00612034303435,294.15,297.15,-0.001098727057597464
2023-10-16 01:19:05,295.0095272691974,294.15,297.15,-0.001098727057597464
2023-10-16 01:19:35,295.01297376434417,294.15,297.15,-0.001098727057597464
2023-10-16 01:20:05,295.01646051941395,294.15,297.15,-0.001098727057597464
2023-10-16 01:20:35,295.01998802547166,294.15,297.15,-0.001098727057597464
2023-10-16 01:21:05,295.0235566082638,294.15,297.15,-0.001098727057597464
2023-10-16 01:21:35,295.02716646269175,294.15,297.15,-0.001098727057597464
2023-10-16 01:22:05,295.0308176736794,294.15,297.15,-0.001098727057597464
2023-10-16 01:22:35,295.0345102284385,294.15,297.15,-0.001098727057597464
2023-10-16 01:23:05,295.03824402733653,294.15,297.15,-0.001098727057597464
2023-10-16 01:23:35,295.0420188948846,294.15,297.15,-0.001098727057597464
2023-10-16 01:24:05,295.0458345897048,294.15,297.15,-0.001098727057597464
2023-10-16 01:24:35,295.04969081272304,294.15,297.15,-0.001098727057597464
2023-10-16 01:25:05,295.0535872138647,294.15,297.15,-0.001098727057597464
2023-10-16 01:25:35,295.0575233978657,294.15,297.15,-0.001098727057597464
2023-10-16 01:26:05,295.0614989295659,294.15,297.15,-0.001098727057597464
2023-10-16 01:26:35,295.06551333875746,294.15,297.15,-0.001098727057597464
2023-10-16 01:27:05,295.06956612455815,294.15,297.15,-0.001098727057597464
2023-10-16 01:27:35,295.07365675932607,294.15,297.15,-0.001098727057597464
2023-10-16 01:28:05,295.0777846921727,294.15,297.15,-0.001098727057597464
2023-10-16 01:28:35,295.0819493521392,294.15,297.15,-0.001098727057597464
2023-10-16 01:29:05,295.0861501510776,294.15,297.15,-0.001098727057597464
2023-10-16 01:29:35,295.0903864862616,294.15,297.15,-0.001098727057597464
2023-10-16 01:30:05,295.0946577427432,294.15,297.15,-0.001098727057597464
2023-10-16 01:30:35,295.09895658108866,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:31:05,295.1032547497803,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:31:35,295.10753168634176,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:32:05,295.1117759210664,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:32:35,295.1159729086362,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:33:05,295.1201148485386,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:33:35,295.12419521842173,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:34:05,295.1282076087842,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:34:35,295.13214667400507,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:35:05,295.1360081285371,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:35:35,295.1397884786693,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:36:05,295.14348481227296,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:36:35,295.1470946860805,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:37:05,295.1506160686158,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:37:35,295.15404730240533,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:38:05,295.1573870699633,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:38:35,295.1606343605901,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:39:05,295.16378843890016,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:39:35,295.16684881597814,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:40:05,295.1698152233272,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:40:35,295.1726875893597,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:41:05,295.17546601810795,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:41:35,295.17815076989064,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:42:05,295.18074224302217,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:42:35,295.18324095970286,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:43:05,295.1856475503397,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:43:35,295.1879627401842,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:44:05,295.1901873374857,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:44:35,295.19232222276827,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:45:05,295.1943683390756,294.15,297.15,-1.8414677676300076e-05
2023-10-16 01:45:35,295.19631236578505,294.15,297.15,0.0
2023-10-16 01:46:05,295.19818145339445,294.15,297.15,0.0
2023-10-16 01:46:35,295.19996738086525,294.15,297.15,0.0
2023-10-16 01:47:05,295.20166923326667,294.15,297.15,0.0
2023-10-16 01:47:35,295.203287853141,294.15,297.15,0.0
2023-10-16 01:48:05,295.2048242972671,294.15,297.15,0.0
2023-10-16 01:48:35,295.2062797033666,294.15,297.15,0.0
2023-10-16 01:49:05,295.20765524289624,294.15,297.15,0.0
2023-10-16 01:49:35,295.20895210284436,294.15,297.15,0.0
2023-10-16 01:50:05,295.2101714774627,294.15,297.15,0.0
2023-10-16 01:50:35,295.211314563548,294.15,297.15,0.0
2023-10-16 01:51:05,295.21238255712194,294.15,297.15,0.0
2023-10-16 01:51:35,295.21337665077374,294.15,297.15,0.0
2023-10-16 01:52:05,295.21429803139927,294.15,297.15,0.0
2023-10-16 01:52:35,295.2151478782339,294.15,297.15,0.0
2023-10-16 01:53:05,295.2159273611279,294.15,297.15,0.0
2023-10-16 01:53:35,295.2166376390344,294.15,297.15,0.0
2023-10-16 01:54:05,295.217279858687,294.15,297.15,0.0
2023-10-16 01:54:35,295.21785515344806,294.15,297.15,0.0
2023-10-16 01:55:05,295.21836464231063,294.15,297.15,0.0
2023-10-16 01:55:35,295.2188094290394,294.15,297.15,0.0
2023-10-16 01:56:05,295.2191906014364,294.15,297.15,0.0
2023-10-16 01:56:35,295.2195092307193,294.15,297.15,0.0
2023-10-16 01:57:05,295.219766371001,294.15,297.15,0.0
2023-10-16 01:57:35,295.2199630588607,294.15,297.15,0.0
2023-10-16 01:58:05,295.2201003129956,294.15,297.15,0.0
2023-10-16 01:58:35,295.22017913394734,294.15,297.15,0.0
2023-10-16 01:59:05,295.22020050389244,294.15,297.15,0.0
2023-10-16 01:59:35,295.2201653864929,294.15,297.15,0.0
2023-10-16 02:00:05,295.22007391041564,294.15,297.15,0.0
2023-10-16 02:00:35,295.21993517981275,294.15,297.15,-0.0005494339118685245
2023-10-16 02:01:05,295.21977534660596,294.15,297.15,-0.0005494339118685245
2023-10-16 02:01:35,295.2196100579047,294.15,297.15,-0.0005494339118685245
2023-10-16 02:02:05,295.21944474748875,294.15,297.15,-0.0005494339118685245
2023-10-16 02:02:35,295.21928046399745,294.15,297.15,-0.0005494339118685245
2023-10-16 02:03:05,295.21911629742226,294.15,297.15,-0.0005494339118685245
2023-10-16 02:03:35,295.21895064103825,294.15,297.15,-0.0005494339118685245
2023-10-16 02:04:05,295.2187816630982,294.15,297.15,-0.0005494339118685245
2023-10-16 02:04:35,295.2186074811539,294.15,297.15,-0.0005494339118685245
2023-10-16 02:05:05,295.21842622780446,294.15,297.15,-0.0005494339118685245
2023-10-16 02:05:35,295.2182360810971,294.15,297.15,-0.0005494339118685245
2023-10-16 02:06:05,295.2180352634529,294.15,297.15,-0.0005494339118685245
2023-10-16 02:06:35,295.21782204030205,294.15,297.15,-0.0005494339118685245
2023-10-16 02:07:05,295.2175947195001,294.15,297.15,-0.0005494339118685245
2023-10-16 02:07:35,295.2173516535238,294.15,297.15,-0.0005494339118685245
2023-10-16 02:08:05,295.21709124550256,294.15,297.15,-0.0005494339118685245
2023-10-16 02:08:35,295.2168119495998,294.15,297.15,-0.0005494339118685245
2023-10-16 02:09:05,295.21651228758697,294.15,297.15,-0.0005494339118685245
2023-10-16 02:09:35,295.21619084061524,294.15,297.15,-0.0005494339118685245
2023-10-16 02:10:05,295.21584624857945,294.15,297.15,-0.0005494339118685245
2023-10-16 02:10:35,295.215477223496,294.15,297.15,-0.0005494339118685245
2023-10-16 02:11:05,295.2150825506003,294.15,297.15,-0.0005494339118685245
2023-10-16 02:11:35,295.21466108882123,294.15,297.15,-0.0005494339118685245
2023-10-16 02:12:05,295.21421177112177,294.15,297.15,-0.0005494339118685245
2023-10-16 02:12:35,295.21373360454703,294.15,297.15,-0.0005494339118685245
2023-10-16 02:13:05,295.21322566984543,294.15,297.15,-0.0005494339118685245
2023-10-16 02:13:35,295.2126871206501,294.15,297.15,-0.0005494339118685245
2023-10-16 02:14:05,295.2121171822778,294.15,297.15,-0.0005494339118685245
2023-10-16 02:14:35,295.21151515021654,294.15,297.15,-0.0005494339118685245
2023-10-16 02:15:05,295.2108803883708,294.15,297.15,-0.0005494339118685245
2023-10-16 02:15:35,295.2102129191337,294.15,297.15,-0.001055730125448344
2023-10-16 02:16:05,295.20951839001197,294.15,297.15,-0.001055730125448344
2023-10-16 02:16:35,295.20880780926103,294.15,297.15,-0.001055730125448344
2023-10-16 02:17:05,295.2080927483259,294.15,297.15,-0.001055730125448344
2023-10-16 02:17:35,295.2073833786609,294.15,297.15,-0.001055730125448344
2023-10-16 02:18:05,295.20668809779386,294.15,297.15,-0.001055730125448344
2023-10-16 02:18:35,295.2060136876453,294.15,297.15,-0.001055730125448344
2023-10-16 02:19:05,295.205365574986,294.15,297.15,-0.001055730125448344
2023-10-16 02:19:35,295.2047481765453,294.15,297.15,-0.001055730125448344
2023-10-16 02:20:05,295.20416506104596,294.15,297.15,-0.001055730125448344
2023-10-16 02:20:35,295.20361920042006,294.15,297.15,-0.001055730125448344
2023-10-16 02:21:05,295.2031129860037,294.15,297.15,-0.001055730125448344
2023-10-16 02:21:35,295.2026483891639,294.15,297.15,-0.001055730125448344
2023-10-16 02:22:05,295.20222710914396,294.15,297.15,-0.001055730125448344
2023-10-16 02:22:35,295.2018504500743,294.15,297.15,-0.001055730125448344
2023-10-16 02:23:05,295.20151952910174,294.15,297.15,-0.001055730125448344
2023-10-16 02:23:35,295.2012352494843,294.15,297.15,-0.001055730125448344
2023-10-16 02:24:05,295.20099831034395,294.15,297.15,-0.001055730125448344
2023-10-16 02:24:35,295.2008092496016,294.15,297.15,-0.001055730125448344
2023-10-16 02:25:05,295.20066845209396,294.15,297.15,-0.001055730125448344
2023-10-16 02:25:35,295.2005761624282,294.15,297.15,-0.001055730125448344
2023-10-16 02:26:05,295.20053251765614,294.15,297.15,-0.001055730125448344
2023-10-16 02:26:35,295.2005375648917,294.15,297.15,-0.001055730125448344
2023-10-16 02:27:05,295.2005912726794,294.15,297.15,-0.001055730125448344
2023-10-16 02:27:35,295.20069353847043,294.15,297.15,-0.001055730125448344
2023-10-16 02:28:05,295.2008441967825,294.15,297.15,-0.001055730125448344
2023-10-16 02:28:35,295.20104302792186,294.15,297.15,-0.001055730125448344
2023-10-16 02:29:05,295.20128976654837,294.15,297.15,-0.001055730125448344
2023-10-16 02:29:35,295.20158410928434,294.15,297.15,-0.001055730125448344
2023-10-16 02:30:05,295.20192572126325,294.15,297.15,-0.001055730125448344
2023-10-16 02:30:35,295.2023137337062,294.15,297.15,-0.0005644257519297081
2023-10-16 02:31:05,295.2027424533612,294.15,297.15,-0.0005644257519297081
2023-10-16 02:31:35,295.20320133074927,294.15,297.15,-0.0005644257519297081
2023-10-16 02:32:05,295.2036789849787,294.15,297.15,-0.0005644257519297081
2023-10-16 02:32:35,295.20416502649687,294.15,297.15,-0.0005644257519297081
2023-10-16 02:33:05,295.2046505630997,294.15,297.15,-0.0005644257519297081
2023-10-16 02:33:35,295.20512820585964,294.15,297.15,-0.0005644257519297081
2023-10-16 02:34:05,295.2055918065226,294.15,297.15,-0.0005644257519297081
2023-10-16 02:34:35,295.206036259341,294.15,297.15,-0.0005644257519297081
2023-10-16 02:35:05,295.2064573343446,294.15,297.15,-0.0005644257519297081
2023-10-16 02:35:35,295.20685155967385,294.15,297.15,-0.0005644257519297081
2023-10-16 02:36:05,295.2072159571119,294.15,297.15,-0.0005644257519297081
2023-10-16 02:36:35,295.2075480485863,294.15,297.15,-0.0005644257519297081
2023-10-16 02:37:05,295.2078458000721,294.15,297.15,-0.0005644257519297081
2023-10-16 02:37:35,295.208107468902,294.15,297.15,-0.0005644257519297081
2023-10-16 02:38:05,295.2083317399948,294.15,297.15,-0.0005644257519297081
2023-10-16 02:38:35,295.2085175023518,294.15,297.15,-0.0005644257519297081
2023-10-16 02:39:05,295.20866387788647,294.15,297.15,-0.0005644257519297081
2023-10-16 02:39:35,295.20877022433945,294.15,297.15,-0.0005644257519297081
2023-10-16 02:40:05,295.2088361059164,294.15,297.15,-0.0005644257519297081
2023-10-16 02:40:35,295.2088612676449,294.15,297.15,-0.0005644257519297081
2023-10-16 02:41:05,295.20884561550895,294.15,297.15,-0.0005644257519297081
2023-10-16 02:41:35,295.20878920053866,294.15,297.15,-0.0005644257519297081
