0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-0.63986444,0.08777261,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.63688827,0.09199214,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0012582913
-0.63688827,0.09199214,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.633912,0.09773147,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.0010412204
-0.633912,0.09773147,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63093585,0.10227859,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.0006620956
-0.63093585,0.10227859,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.62795967,0.102746606,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.0013157297
-0.62795967,0.102746606,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62498343,0.10652053,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.0008539251
-0.62498343,0.10652053,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.62200725,0.109767675,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.0010823688
-0.62200725,0.109767675,-0.077623844,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6190311,0.11228633,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.00061568513
-0.6190311,0.11228633,-0.07630843,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6160549,0.112219214,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.00068736926
-0.6160549,0.112219214,-0.074992955,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6130787,0.11144614,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.0008429372
-0.6130787,0.11144614,-0.07367748,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61010253,0.11095786,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.0006906512
-0.61010253,0.11095786,-0.0723604,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.60712636,0.11019695,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0006873343
-0.60712636,0.11019695,-0.07102245,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6041502,0.11030686,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,-0.00091440475
-0.6041502,0.11030686,-0.06568509,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.60117394,0.1109314,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,-1.5325748e-05
-0.60117394,0.1109314,-0.05507779,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59819776,0.111252904,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,-0.00082701194
-0.59819776,0.111252904,-0.04323536,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5952215,0.11360681,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,-0.0007643436
-0.5952215,0.11360681,-0.034186125,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.59224534,0.11842656,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,-0.0012990959
-0.59224534,0.11842656,-0.029892743,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58926916,0.12579143,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,-0.0006896175
-0.58926916,0.12579143,-0.02773565,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.586293,0.13310552,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,-0.0013063337
-0.586293,0.13310552,-0.024844527,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5833168,0.14277756,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,-0.001247926
-0.5833168,0.14277756,-0.018365145,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5803406,0.1505574,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,-2.0482174e-05
-0.5803406,0.1505574,-0.0084373355,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.57736444,0.15576982,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,-0.0012090033
-0.57736444,0.15576982,0.002399683,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.57438827,0.16409099,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,-0.0012362977
-0.57438827,0.16409099,0.013379574,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.571412,0.17398882,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,-0.0010004443
-0.571412,0.17398882,0.023737907,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56843585,0.18457031,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,-0.0012811231
-0.56843585,0.18457031,0.033416748,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.56545967,0.19633794,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,-0.00097642915
-0.56545967,0.19633794,0.04282415,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56248343,0.20649207,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,-0.00058084156
-0.56248343,0.20649207,0.051895976,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55950725,0.21543992,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,-0.0008055806
-0.55950725,0.21543992,0.060567737,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5565311,0.22464192,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,-0.0008893749
-0.5565311,0.22464192,0.06788552,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5535549,0.2348429,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,-0.00097195595
-0.5535549,0.2348429,0.07294822,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5505787,0.24602461,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,-0.0013000304
-0.5505787,0.24602461,0.075754285,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54760253,0.25372314,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,-2.1858907e-05
-0.54760253,0.25372314,0.0763036,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.54462636,0.25562334,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,-0.0012141423
-0.54462636,0.25562334,0.07407582,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5416502,0.25836384,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.0009915995
-0.5416502,0.25836384,0.06962991,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53867394,0.26014197,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-1.645977e-05
-0.53867394,0.26014197,0.064573646,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53569776,0.2614237,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.0008064732
-0.53569776,0.2614237,0.060521126,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5327215,0.2661885,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.0007427336
-0.5327215,0.2661885,0.059753418,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52974534,0.2712016,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.000740973
-0.52974534,0.2712016,0.061481714,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.52676916,0.2752787,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.0009797212
-0.52676916,0.2752787,0.06272006,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.523793,0.27828777,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.0008260456
-0.523793,0.27828777,0.06043279,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5208168,0.27907515,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.00074601686
-0.5208168,0.27907515,0.043593526,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5178406,0.2780273,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.0007420449
-0.5178406,0.2780273,0.01181829,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.51486444,0.27673948,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.08278775,-0.000895037
-0.51486444,0.27673948,-0.02194053,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.08278775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51188827,0.27621663,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.08278775,-0.086883545,-0.0006631613
-0.51188827,0.27621663,-0.044806242,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.08278775,-0.086883545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.508912,0.27734983,-0.057295978,-0.06802851,-0.076345325,-0.08158797,-0.08306724,-0.08248901,-0.08278775,-0.086883545,-0.09436518,-0.0013271956
